Date,Gold,Silver,Platinum,Copper,Brent_Oil,WTI_Oil,Natural_Gas,SP500,NASDAQ,Dow_Jones,DAX,FTSE100,Nikkei225,BIST100,BIST30,BIST_Banks,BIST_Industrials,THYAO,GARAN,AKBNK,ISCTR,KCHOL,SAHOL,TUPRS,ASELS,BIMAS,USD_TRY,EUR_TRY,Bitcoin,VIX,US_10Y_Bond,Dollar_Index,CSI300,MOEX_Russia,GBP_TRY,SAR_TRY,RUB_TRY
2020-01-02,0.0032905561039815456,0.007740660485293427,0.007411932253366116,0.013958495198135301,0.0037878787878788955,0.0019652625153272485,-0.030607544810224097,0.008378802677341701,0.013328447219192352,0.011576012369829414,,0.008206923942671862,,0.013171182269951398,0.013335664007318337,0.012740312725496805,0.012880758874629139,0.025587840818454444,0.01259002866514658,0.007389148991233663,0.017160276481940073,-0.000983377247153916,0.03563933968899757,0.011058399986320078,0.030563321635757923,-0.009828951812860365,-0.00015466367505911904,0.001878316236546329,-0.028932513856617992,-0.09506527513262342,-0.019280906467672443,0.004772269814144803,,,0.01031152600081131,0.00021382166542460723,0.0021270150495784623
2020-01-03,0.01620200142464734,0.005677456998661734,0.006029046148841033,-0.012177862451581145,0.03547167508107307,0.030565526684486866,0.0037700921304677504,-0.007059870562045378,-0.007855191660339544,-0.008102862451665471,-0.012460101237365073,0.002380245140399806,,-0.019391587417980305,-0.018880869733929773,-0.03100007420120443,-0.018265947898705392,-0.03776129995524302,-0.027531377369077625,-0.02689486644156258,-0.03220803423527274,-0.0009844613493832366,-0.024291504798091945,-0.017968701383438423,0.009267874611578408,0.022874319582861347,0.0015807966050522815,-0.0033733586345354727,0.05145166344511276,0.12429832859211132,-0.04994685621915229,-0.00010327451097624785,,,-0.005796375450585978,0.0017361310264494278,0.0037855079555149107
2020-01-06,0.010973405974574524,0.0016050103685949502,-0.024479406384903646,0.0007146167582232632,0.004519026164486517,0.00348931361404059,0.0023473595087817323,0.0035333728907271933,0.005620384728471706,0.002392187358362108,-0.006970908585067548,-0.006179169062196177,,-0.01997907428628365,-0.018193809109781522,-0.029343849017016477,-0.016781681636962476,-0.04905401779563301,-0.0319631807101336,-0.031407029275856146,-0.02535662783478243,-0.010837189007336434,-0.023858936025295874,-0.015911012769649124,0.01377415477800481,0.005907236750170908,0.0020585255029459404,0.0016480414441730762,0.057772858620307455,-0.012125539995956669,0.01286353583155897,-0.0017554541034072724,,0.0008126460421757908,-0.0034726791435187865,0.0007490553388338483,-0.0033661308042611804
2020-01-07,0.003575595601353454,0.012101445609419947,0.005830878221139368,0.0012497714144246164,-0.00928757778306255,-0.009009004120439812,0.01264634685224375,-0.0028032386528962228,-0.00031854247708495986,-0.00417028128015462,0.007605691934511771,-0.00018479827595518916,0.0159820545400311,0.010655886787160673,0.0078264601986342,0.0111582103977943,0.012547655429152371,-0.002210750491879354,-0.0009435827315585898,0.010376142415752021,0.0032517955884003857,-0.006972184352196931,0.004250634489076699,-0.006467206021969152,0.015398410609246405,0.007550290353113276,0.00017426086347893666,0.003116427292704671,0.050773846435889336,-0.004332160141813257,0.008834915802103271,0.0032068397006326244,,,0.007050263211164864,0.001489925946258852,0.0043028190692229185
2020-01-08,-0.009161486173001832,-0.012448167780032993,-0.007246376811594235,0.005349538314819435,-0.04145297115592539,-0.04928229848466481,-0.009713186411463903,0.004902451368978156,0.006689046766684248,0.005646934125160374,0.007057594965961256,0.0001320323760405362,-0.015734871572805398,0.0024529129289629914,0.004855294404398691,0.024086239147705246,-0.006734364470217247,-0.0029541742843861574,0.0462700978712669,0.021822835971919696,0.004862151503212564,-0.0020059715282682022,0.01904780734655187,-0.020341719445786333,-0.006244430393805622,0.008326345179772154,0.000899671670168356,-0.002826941310871578,-0.010268587535248286,-0.024655558631502927,0.02572519472970969,0.0032996461512426745,,,-0.003379317392889547,0.0007642062488726342,-0.0016198994060268035
2020-01-09,-0.0036599930350791343,-0.012604972456378927,0.008446272769486507,-0.0030152888133647693,-0.0010696774482380489,-0.0008387726312464316,0.011676719556392712,0.006655262605488987,0.008126574744484083,0.007368581835240029,0.013128943221134781,0.003062772526581048,0.02306032815701453,0.045309919873564475,0.046401870185521554,0.06746253886197318,0.03834442059645515,0.056296341613157885,0.07761742395214588,0.06909540281450965,0.07258098065616547,0.030150645923506136,0.05399777820281071,0.03903649869139336,0.026032465913008895,0.00825758963809231,-0.010958514224654436,-0.015399501522996961,-0.024850855645838776,-0.0676579821796911,-0.008537840776206451,0.0015415610665974189,,0.0025787346161014746,-0.011606481645664135,-0.010954801108235768,-0.00015787849100667994
2020-01-10,0.0037378675070167677,0.009686468632766232,0.014579709416858266,0.0028465168787719097,-0.005966029880101642,-0.00873069922387304,0.01662050562793338,-0.002855178689662563,-0.0026695847930331418,-0.0045975521405634545,-0.0008706890057639249,-0.0013424665615614506,0.0046630910734701825,0.0057054143137234,0.0059169369429867835,0.015568860194979495,0.001811017824151273,0.009116419186870672,0.000837383095887656,0.01880149718332924,0.0015037120093146505,0.001951289470506934,0.013793124397226686,0.0015987491520437214,-0.006999167355962399,-0.0065517765552634,-0.005347865022049536,-0.005203736578824447,0.03648690303834745,0.0015949328408704222,-0.017761028880085683,-0.0009235129882911863,,0.0017895095201436728,-0.00800002823596635,-0.005262920990709352,-0.005416051517175058
2020-01-13,-0.005842680954052937,-0.005933585390046403,-0.003974749659134358,0.015256335708242252,-0.01200379144960717,-0.016260146842582146,-0.009082643873763119,0.006976215252569862,0.010357422631592339,0.0028893254197619456,-0.002357732639506782,0.00391415222851399,,0.013359698578667478,0.013033764378197032,0.014501562597109885,0.01685572448396999,0.03057675888716682,0.020920498285953437,0.00922715621813408,0.013513150354767633,0.012658048990850546,0.008746411592208903,0.0031923944661416126,0.008810431902393834,-0.0012367406620725774,-0.00033515634260461447,0.0008963263551438061,-0.0027379801487620314,-0.01910833732279471,0.012602740441864713,-0.00010273352678480396,,0.008973457445931254,-0.002213026764225301,-0.0016288841182990899,0.003943398774092888
2020-01-14,-0.0038749676475047234,-0.014057837797060269,0.005013838611753307,0.005067238371335048,0.004517148431660178,0.0025826051386492743,0.0022915282402009574,-0.001514532772802224,-0.002436896778014286,0.0011284146858094868,0.00036952725775352135,0.0006300940750325612,,0.009765554811787869,0.007558448660757167,0.01200833050441652,0.007437182301635037,-0.0006744158995474203,0.0,0.011428737922067445,0.020741075319281377,0.006731067992113315,-0.0009633246343423441,-0.0135243773347834,0.016594085966497474,0.003714429864043023,-0.0016730971816651952,-0.0005587898371348654,0.08393344808628167,0.005681870960430491,-0.016233814823597315,0.0002054881640936035,,-0.0069549740877173916,-0.006068721155576107,-0.0006439857927512671,-0.004658853923329764
2020-01-15,0.0062888686581550335,0.014088522820303151,0.03889229457571952,-0.002086245519081875,-0.007598044347971844,-0.0072127455306035815,-0.030635642236084948,0.0018701968845122874,0.0007966548728952638,0.0031289500362114975,-0.0017976774973391674,0.0026763096406785536,-0.004519836658933629,-0.003990270780653837,-0.005764136116833574,-0.005379288877004007,-0.005605317906492879,-0.00674752471529938,-0.004918016070179054,-0.0022599057064990324,-0.0014509732307257384,-0.0019102878006945767,0.012536128289007742,-0.004032203835668047,-0.012886643956064647,0.01192422283520167,0.0036825925373420443,0.002827574762671814,-0.002350980919464507,0.0024212858869980813,-0.01650163480003808,-0.0014378082129957725,,0.0009137614787677606,0.006335855919046507,0.004174000767954267,0.00017476233750168824
