Asset_1,Asset_2,Correlation,Abs_Correlation
Nikkei225,BIMAS,0.044047756688769014,0.044047756688769014
Natural_Gas,BIMAS,0.04394006280861937,0.04394006280861937
Platinum,Natural_Gas,0.043818943238338626,0.043818943238338626
THYAO,GBP_TRY,0.04357804935707974,0.04357804935707974
Natural_Gas,BIST_Banks,0.04343628676915078,0.04343628676915078
Brent_Oil,AKBNK,0.0431504432307842,0.0431504432307842
Natural_Gas,KCHOL,0.042762829444459256,0.042762829444459256
THYAO,SAR_TRY,0.04262424689065144,0.04262424689065144
WTI_Oil,SAHOL,0.04248744538111798,0.04248744538111798
Gold,THYAO,-0.041733966122738636,0.041733966122738636
Natural_Gas,CSI300,0.041454067102297085,0.041454067102297085
Brent_Oil,BIMAS,0.041397495873836086,0.041397495873836086
Natural_Gas,VIX,-0.04118466762963109,0.04118466762963109
DAX,SAR_TRY,-0.04112501607171075,0.04112501607171075
SAHOL,Bitcoin,0.04084693623813027,0.04084693623813027
Dollar_Index,SAR_TRY,0.04077325919851021,0.04077325919851021
Gold,GARAN,0.040699950079430856,0.040699950079430856
EUR_TRY,Bitcoin,-0.040666101170898535,0.040666101170898535
Natural_Gas,TUPRS,0.040578789870270505,0.040578789870270505
Gold,BIST100,0.040336557423654516,0.040336557423654516
THYAO,EUR_TRY,0.04032787729279125,0.04032787729279125
Copper,Natural_Gas,0.040236360131447386,0.040236360131447386
Natural_Gas,BIST_Industrials,0.040109834661168194,0.040109834661168194
ASELS,CSI300,0.039337024931929115,0.039337024931929115
Dow_Jones,USD_TRY,-0.03902390348332599,0.03902390348332599
Natural_Gas,GARAN,0.03891614772629412,0.03891614772629412
Gold,WTI_Oil,0.038678705537326406,0.038678705537326406
Natural_Gas,ASELS,0.03859525291672968,0.03859525291672968
Gold,SAHOL,0.03843343543103338,0.03843343543103338
BIMAS,Bitcoin,0.038402182822540286,0.038402182822540286
TUPRS,Dollar_Index,-0.03828719144060418,0.03828719144060418
BIST_Industrials,GBP_TRY,0.03824426856797891,0.03824426856797891
ASELS,SAR_TRY,0.03822085325200791,0.03822085325200791
ASELS,USD_TRY,0.03795050579263673,0.03795050579263673
USD_TRY,Dollar_Index,0.0374867861505235,0.0374867861505235
BIST_Industrials,SAR_TRY,0.037379859749010584,0.037379859749010584
Platinum,GBP_TRY,-0.03733922332732774,0.03733922332732774
WTI_Oil,KCHOL,0.03656648537227735,0.03656648537227735
BIMAS,GBP_TRY,-0.036502464318747985,0.036502464318747985
Natural_Gas,AKBNK,0.03643284817094216,0.03643284817094216
WTI_Oil,Dollar_Index,-0.035913694007784984,0.035913694007784984
Dow_Jones,SAR_TRY,-0.03590115487905497,0.03590115487905497
CSI300,GBP_TRY,0.03508109981060274,0.03508109981060274
TUPRS,Bitcoin,0.03470338124477472,0.03470338124477472
THYAO,Dollar_Index,-0.03465321203057885,0.03465321203057885
Gold,MOEX_Russia,0.034337959985264406,0.034337959985264406
TUPRS,RUB_TRY,0.0340959528274927,0.0340959528274927
Natural_Gas,THYAO,0.033804371795659226,0.033804371795659226
WTI_Oil,BIST30,0.03373817590178876,0.03373817590178876
Gold,BIST_Industrials,0.03369795216279044,0.03369795216279044
EUR_TRY,VIX,0.033275784012541255,0.033275784012541255
Nikkei225,GBP_TRY,-0.033168300436133086,0.033168300436133086
Copper,USD_TRY,-0.03300802648912366,0.03300802648912366
BIST_Industrials,USD_TRY,0.032639058523644925,0.032639058523644925
BIMAS,EUR_TRY,-0.032499733208143616,0.032499733208143616
CSI300,RUB_TRY,-0.032476584545445455,0.032476584545445455
WTI_Oil,Bitcoin,0.03235325189218988,0.03235325189218988
ASELS,EUR_TRY,0.0322017570469566,0.0322017570469566
Natural_Gas,US_10Y_Bond,0.031592570483364876,0.031592570483364876
THYAO,Bitcoin,0.03158257424391593,0.03158257424391593
Copper,SAR_TRY,-0.03146806618180909,0.03146806618180909
BIST_Industrials,EUR_TRY,0.031325236937584974,0.031325236937584974
Gold,BIMAS,0.03130840098852709,0.03130840098852709
USD_TRY,VIX,0.031167476907156044,0.031167476907156044
Gold,USD_TRY,-0.030955159435312223,0.030955159435312223
Gold,FTSE100,-0.030179460936285808,0.030179460936285808
Silver,EUR_TRY,-0.029854902969519072,0.029854902969519072
GARAN,CSI300,0.029852138045024745,0.029852138045024745
Dow_Jones,GBP_TRY,-0.029790180290902635,0.029790180290902635
Gold,ISCTR,0.029665637184326847,0.029665637184326847
SP500,USD_TRY,-0.02928816923492556,0.02928816923492556
SAHOL,USD_TRY,-0.029006617618867064,0.029006617618867064
WTI_Oil,BIST100,0.028754626368125494,0.028754626368125494
Dow_Jones,EUR_TRY,-0.02853103613346757,0.02853103613346757
GARAN,Bitcoin,0.028108282553276225,0.028108282553276225
Gold,NASDAQ,0.027921928523536563,0.027921928523536563
Gold,SAR_TRY,-0.027788425629231554,0.027788425629231554
Gold,ASELS,0.02770085702594257,0.02770085702594257
BIMAS,SAR_TRY,-0.027324267619805474,0.027324267619805474
AKBNK,CSI300,0.026927903568959417,0.026927903568959417
WTI_Oil,BIST_Banks,0.02685043467453561,0.02685043467453561
SAHOL,SAR_TRY,-0.026402687134985264,0.026402687134985264
Bitcoin,US_10Y_Bond,0.026167310078374702,0.026167310078374702
BIMAS,USD_TRY,-0.02616166365741223,0.02616166365741223
Natural_Gas,Dollar_Index,-0.026067626869975383,0.026067626869975383
SP500,SAR_TRY,-0.025957558539110075,0.025957558539110075
EUR_TRY,CSI300,0.025501932910307414,0.025501932910307414
Natural_Gas,ISCTR,0.02542066030625974,0.02542066030625974
Gold,TUPRS,0.025161917623174344,0.025161917623174344
WTI_Oil,GARAN,0.024957807744328188,0.024957807744328188
BIST_Banks,CSI300,0.02485754772676349,0.02485754772676349
ASELS,Bitcoin,0.02457022113303938,0.02457022113303938
Gold,Nikkei225,-0.02367826800014905,0.02367826800014905
WTI_Oil,ISCTR,0.02362415889320821,0.02362415889320821
VIX,GBP_TRY,0.023335439562295078,0.023335439562295078
Platinum,US_10Y_Bond,-0.02326084651944998,0.02326084651944998
Dow_Jones,RUB_TRY,-0.023113560017290084,0.023113560017290084
Gold,RUB_TRY,0.023100139654429714,0.023100139654429714
WTI_Oil,BIST_Industrials,0.023003296906595014,0.023003296906595014
VIX,SAR_TRY,0.02292948749416181,0.02292948749416181
Dow_Jones,CSI300,0.0225200736455172,0.0225200736455172
BIST_Industrials,RUB_TRY,0.0220023699228949,0.0220023699228949
DAX,GBP_TRY,-0.021234276442577,0.021234276442577
Silver,GBP_TRY,-0.0207496942553517,0.0207496942553517
WTI_Oil,AKBNK,0.019902394541071556,0.019902394541071556
SP500,EUR_TRY,-0.019838898257610253,0.019838898257610253
Silver,THYAO,0.019561011238468748,0.019561011238468748
SP500,GBP_TRY,-0.019518603779352297,0.019518603779352297
Gold,SP500,0.018898997775367247,0.018898997775367247
Platinum,RUB_TRY,-0.018779386472815237,0.018779386472815237
NASDAQ,USD_TRY,-0.018757919031982484,0.018757919031982484
VIX,Dollar_Index,0.018537244859692964,0.018537244859692964
SP500,RUB_TRY,-0.01842962245999988,0.01842962245999988
Silver,Natural_Gas,0.018382411994008915,0.018382411994008915
Bitcoin,CSI300,0.018303456345191416,0.018303456345191416
Gold,KCHOL,0.018096680317703926,0.018096680317703926
Brent_Oil,EUR_TRY,-0.018064669967639523,0.018064669967639523
FTSE100,RUB_TRY,-0.017715303862996506,0.017715303862996506
US_10Y_Bond,RUB_TRY,-0.01768851679869239,0.01768851679869239
Nikkei225,RUB_TRY,-0.01734128711083218,0.01734128711083218
GARAN,RUB_TRY,0.016875039913971372,0.016875039913971372
SAHOL,CSI300,-0.01685777228184984,0.01685777228184984
BIMAS,Dollar_Index,-0.016344014969454115,0.016344014969454115
SAHOL,GBP_TRY,-0.016287595498463498,0.016287595498463498
NASDAQ,SAR_TRY,-0.015945792685027854,0.015945792685027854
SAR_TRY,RUB_TRY,0.01582320433702663,0.01582320433702663
EUR_TRY,Dollar_Index,0.01554395949775718,0.01554395949775718
Gold,GBP_TRY,-0.015389379420714366,0.015389379420714366
KCHOL,SAR_TRY,0.015262519302374862,0.015262519302374862
WTI_Oil,RUB_TRY,-0.01473677880661393,0.01473677880661393
BIMAS,CSI300,-0.014647680657999306,0.014647680657999306
KCHOL,USD_TRY,0.014544861249774766,0.014544861249774766
USD_TRY,RUB_TRY,0.014538533564629787,0.014538533564629787
BIST30,EUR_TRY,0.013909789279533284,0.013909789279533284
Brent_Oil,THYAO,0.01322276119085089,0.01322276119085089
DAX,Dollar_Index,-0.013150991065122216,0.013150991065122216
WTI_Oil,ASELS,0.013132140351962718,0.013132140351962718
ASELS,Dollar_Index,-0.013062030703219164,0.013062030703219164
USD_TRY,CSI300,-0.013000918899838463,0.013000918899838463
NASDAQ,GBP_TRY,-0.012900972473073563,0.012900972473073563
Natural_Gas,EUR_TRY,0.012897327433752227,0.012897327433752227
BIST30,GBP_TRY,0.012895308499780456,0.012895308499780456
KCHOL,EUR_TRY,0.012809037522282551,0.012809037522282551
SAHOL,EUR_TRY,-0.012802640460017363,0.012802640460017363
AKBNK,RUB_TRY,0.012763628290508354,0.012763628290508354
BIST30,RUB_TRY,0.012738299809484458,0.012738299809484458
KCHOL,GBP_TRY,0.012505075918649486,0.012505075918649486
MOEX_Russia,SAR_TRY,-0.01248364330253752,0.01248364330253752
BIST100,RUB_TRY,0.012124863617248368,0.012124863617248368
Natural_Gas,RUB_TRY,-0.011870016615315358,0.011870016615315358
BIST_Banks,RUB_TRY,0.011713619101399559,0.011713619101399559
CSI300,SAR_TRY,-0.011459506963516865,0.011459506963516865
NASDAQ,RUB_TRY,-0.011293045067516093,0.011293045067516093
Dollar_Index,RUB_TRY,-0.011183893260730928,0.011183893260730928
BIST100,GBP_TRY,0.010960843166028527,0.010960843166028527
US_10Y_Bond,GBP_TRY,-0.010925157939317445,0.010925157939317445
Copper,GBP_TRY,-0.01090456648658737,0.01090456648658737
DAX,RUB_TRY,-0.010846265093443313,0.010846265093443313
BIST100,EUR_TRY,0.010210997277130703,0.010210997277130703
USD_TRY,MOEX_Russia,-0.010055813941334013,0.010055813941334013
EUR_TRY,MOEX_Russia,-0.009637283268216184,0.009637283268216184
NASDAQ,EUR_TRY,-0.00945159701301179,0.00945159701301179
VIX,RUB_TRY,0.009313113092014717,0.009313113092014717
Copper,EUR_TRY,-0.009202842502984305,0.009202842502984305
BIST30,CSI300,0.009119359163151507,0.009119359163151507
BIST30,SAR_TRY,0.008911677621673973,0.008911677621673973
BIST_Industrials,CSI300,0.00830976781145845,0.00830976781145845
Brent_Oil,USD_TRY,-0.008014739354897568,0.008014739354897568
GBP_TRY,RUB_TRY,0.008008290293378968,0.008008290293378968
WTI_Oil,SAR_TRY,-0.0076136222565174345,0.0076136222565174345
Dollar_Index,GBP_TRY,0.00736628511094112,0.00736628511094112
Gold,EUR_TRY,-0.007325926746968207,0.007325926746968207
Nikkei225,Dollar_Index,0.007298101945800253,0.007298101945800253
MOEX_Russia,RUB_TRY,-0.00727291018880916,0.00727291018880916
BIMAS,RUB_TRY,-0.006935369701666571,0.006935369701666571
ASELS,RUB_TRY,0.006581137159289849,0.006581137159289849
Brent_Oil,SAR_TRY,-0.006392036909491985,0.006392036909491985
BIST100,SAR_TRY,0.006387603395867918,0.006387603395867918
Natural_Gas,GBP_TRY,0.00636636293531483,0.00636636293531483
Brent_Oil,GBP_TRY,-0.0063079799352885125,0.0063079799352885125
WTI_Oil,THYAO,-0.006018167460666629,0.006018167460666629
Natural_Gas,Nikkei225,0.005913900289392541,0.005913900289392541
WTI_Oil,EUR_TRY,-0.005600409983636888,0.005600409983636888
FTSE100,Dollar_Index,-0.005497400759191067,0.005497400759191067
Gold,Natural_Gas,0.005391157771135432,0.005391157771135432
BIST30,USD_TRY,0.005227807719132294,0.005227807719132294
US_10Y_Bond,CSI300,0.005061216162231287,0.005061216162231287
WTI_Oil,BIMAS,0.004667161648550773,0.004667161648550773
Copper,RUB_TRY,-0.00461111530201755,0.00461111530201755
WTI_Oil,Natural_Gas,0.004592945410510147,0.004592945410510147
Natural_Gas,SAR_TRY,0.004506451971268101,0.004506451971268101
Gold,Dow_Jones,0.003906467594811541,0.003906467594811541
THYAO,CSI300,-0.0037411217252058667,0.0037411217252058667
KCHOL,CSI300,0.003449576914667166,0.003449576914667166
SAHOL,RUB_TRY,0.0033356493322045325,0.0033356493322045325
Natural_Gas,Bitcoin,0.0033313003087169293,0.0033313003087169293
KCHOL,RUB_TRY,0.0032750058865328624,0.0032750058865328624
Bitcoin,RUB_TRY,-0.002957850260945415,0.002957850260945415
BIST100,USD_TRY,0.0028338429284862233,0.0028338429284862233
THYAO,RUB_TRY,-0.002785260473216398,0.002785260473216398
MOEX_Russia,GBP_TRY,-0.0024280731201350965,0.0024280731201350965
WTI_Oil,GBP_TRY,-0.0023226016540679115,0.0023226016540679115
ISCTR,RUB_TRY,0.0023002576924187816,0.0023002576924187816
Silver,RUB_TRY,-0.002172514349907783,0.002172514349907783
US_10Y_Bond,SAR_TRY,0.002135683682184925,0.002135683682184925
Nikkei225,Bitcoin,0.0018278861777789475,0.0018278861777789475
Natural_Gas,USD_TRY,0.0017645929792004314,0.0017645929792004314
EUR_TRY,US_10Y_Bond,-0.0015078530253228408,0.0015078530253228408
BIST100,CSI300,-0.0014677311624842371,0.0014677311624842371
TUPRS,CSI300,-0.0013439128077848176,0.0013439128077848176
USD_TRY,US_10Y_Bond,-0.0006093263975613021,0.0006093263975613021
WTI_Oil,USD_TRY,-0.00021121362001463815,0.00021121362001463815
EUR_TRY,RUB_TRY,-0.00013862115073483034,0.00013862115073483034
