Asset_1,Asset_2,Correlation,Abs_Correlation
BIST100,BIST30,0.9917947850123787,0.9917947850123787
SP500,Dow_Jones,0.9545385453052609,0.9545385453052609
USD_TRY,SAR_TRY,0.9502394429460004,0.9502394429460004
SP500,NASDAQ,0.9463438753226233,0.9463438753226233
BIST_Banks,AKBNK,0.942901333531293,0.942901333531293
BIST100,BIST_Industrials,0.9203506128332567,0.9203506128332567
BIST_Banks,GARAN,0.9186686393262429,0.9186686393262429
EUR_TRY,GBP_TRY,0.9108049297277102,0.9108049297277102
BIST_Banks,ISCTR,0.9027828685572513,0.9027828685572513
USD_TRY,EUR_TRY,0.8994746954337696,0.8994746954337696
BIST30,BIST_Industrials,0.8920329972103852,0.8920329972103852
USD_TRY,GBP_TRY,0.8766435721720901,0.8766435721720901
GARAN,AKBNK,0.8655090498500866,0.8655090498500866
EUR_TRY,SAR_TRY,0.8637251450307168,0.8637251450307168
BIST30,BIST_Banks,0.8488154109013104,0.8488154109013104
GBP_TRY,SAR_TRY,0.8378760983908724,0.8378760983908724
NASDAQ,Dow_Jones,0.8376718113700053,0.8376718113700053
BIST100,BIST_Banks,0.8324129005696209,0.8324129005696209
DAX,FTSE100,0.8230579712866835,0.8230579712866835
AKBNK,ISCTR,0.8216633268325425,0.8216633268325425
BIST30,SAHOL,0.7999281771886505,0.7999281771886505
GARAN,ISCTR,0.7947277326032673,0.7947277326032673
BIST30,AKBNK,0.7891332950023499,0.7891332950023499
BIST100,SAHOL,0.7881346876211202,0.7881346876211202
Gold,Silver,0.7811446164643514,0.7811446164643514
BIST100,AKBNK,0.7715682271817541,0.7715682271817541
BIST30,KCHOL,0.7706799348384784,0.7706799348384784
BIST30,ISCTR,0.7665358345130452,0.7665358345130452
BIST100,KCHOL,0.759157287267838,0.759157287267838
BIST100,ISCTR,0.7537665642031937,0.7537665642031937
BIST30,GARAN,0.7473021105659984,0.7473021105659984
BIST100,GARAN,0.7319558754813664,0.7319558754813664
BIST_Banks,SAHOL,0.728734360057466,0.728734360057466
SP500,VIX,-0.716975483362134,0.716975483362134
AKBNK,SAHOL,0.7122205896929139,0.7122205896929139
BIST30,THYAO,0.7121243729720353,0.7121243729720353
BIST100,THYAO,0.7113503946672906,0.7113503946672906
KCHOL,SAHOL,0.7108958134685368,0.7108958134685368
NASDAQ,VIX,-0.6984199400441878,0.6984199400441878
Dow_Jones,VIX,-0.6754387481659362,0.6754387481659362
BIST_Industrials,TUPRS,0.6720894762759133,0.6720894762759133
BIST_Industrials,KCHOL,0.6690824459752711,0.6690824459752711
ISCTR,SAHOL,0.6659688747516488,0.6659688747516488
GARAN,SAHOL,0.658397419828477,0.658397419828477
BIST_Industrials,SAHOL,0.6496737554656,0.6496737554656
BIST_Banks,KCHOL,0.6488906142351919,0.6488906142351919
Silver,Platinum,0.6352341961658319,0.6352341961658319
BIST_Industrials,THYAO,0.6338090559414535,0.6338090559414535
BIST30,TUPRS,0.6331254578240797,0.6331254578240797
BIST_Banks,BIST_Industrials,0.6286143151818435,0.6286143151818435
BIST100,TUPRS,0.6211212255779701,0.6211212255779701
AKBNK,KCHOL,0.6201444757974081,0.6201444757974081
ISCTR,KCHOL,0.6110161914188584,0.6110161914188584
BIST100,ASELS,0.608338551901247,0.608338551901247
BIST30,ASELS,0.5975029097710066,0.5975029097710066
Dow_Jones,DAX,0.584204617236687,0.584204617236687
GARAN,KCHOL,0.5797819296983634,0.5797819296983634
BIST_Industrials,ASELS,0.5771478992537087,0.5771478992537087
BIST_Industrials,ISCTR,0.576982195894,0.576982195894
Dow_Jones,FTSE100,0.5740171416505243,0.5740171416505243
SP500,DAX,0.5724824481950289,0.5724824481950289
BIST_Industrials,AKBNK,0.5666310682193052,0.5666310682193052
Gold,Platinum,0.5589064257381161,0.5589064257381161
SP500,FTSE100,0.5396547378504203,0.5396547378504203
KCHOL,TUPRS,0.5368721245593366,0.5368721245593366
THYAO,SAHOL,0.5347123865419451,0.5347123865419451
BIST_Banks,THYAO,0.5288886538454877,0.5288886538454877
BIST_Industrials,GARAN,0.5266849564422639,0.5266849564422639
THYAO,KCHOL,0.5231190066085954,0.5231190066085954
BIST30,BIMAS,0.5207028752330004,0.5207028752330004
NASDAQ,DAX,0.513504018434606,0.513504018434606
BIST100,BIMAS,0.5089469343663187,0.5089469343663187
THYAO,AKBNK,0.49362408085755216,0.49362408085755216
SAHOL,TUPRS,0.484092228427373,0.484092228427373
THYAO,ASELS,0.48134393008428883,0.48134393008428883
THYAO,ISCTR,0.48132005245641724,0.48132005245641724
THYAO,GARAN,0.47745231622474044,0.47745231622474044
Brent_Oil,WTI_Oil,0.476657313088333,0.476657313088333
BIST_Banks,ASELS,0.4530903079968019,0.4530903079968019
THYAO,TUPRS,0.449707599321665,0.449707599321665
DAX,VIX,-0.44680694671891913,0.44680694671891913
NASDAQ,FTSE100,0.4459377094765293,0.4459377094765293
SAHOL,ASELS,0.43960769167581976,0.43960769167581976
FTSE100,MOEX_Russia,0.43686978885447536,0.43686978885447536
KCHOL,ASELS,0.4338879864660915,0.4338879864660915
BIST_Industrials,BIMAS,0.4288974237124327,0.4288974237124327
ISCTR,ASELS,0.41803768657728824,0.41803768657728824
BIST_Banks,TUPRS,0.41657779847560056,0.41657779847560056
DAX,MOEX_Russia,0.41497966353660676,0.41497966353660676
AKBNK,ASELS,0.41439950363605016,0.41439950363605016
FTSE100,VIX,-0.40704308147296603,0.40704308147296603
KCHOL,BIMAS,0.40540460923229793,0.40540460923229793
SAHOL,BIMAS,0.4033301757571749,0.4033301757571749
Platinum,Copper,0.40305701754855094,0.40305701754855094
